fung,AI,isolate,date_inoculated,trt,rate_ppm,rep,DPI_germinated,DPI_measured,length_mm,width_mm,sclerotia_length,sclerotia_width,area
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,0.01,3,1,7,11.84,12.53,2.03,2.69,112.2290759
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,0.1,1,1,7,5.94,6.36,4.95,4.32,12.87613143
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,0.1,2,1,7,9.06,10.45,2.1,2.39,70.41722733
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,0.1,3,1,7,7.98,8.32,3.85,3.82,40.59456002
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,1,1,2,7,10.93,9.67,6.35,4.78,59.17197516
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,1,2,1,7,6.11,5.95,4.59,3.66,15.35853936
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,1,3,1,7,38.28,31.54,2.65,2.98,942.0491097
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,10,1,1,7,9.69,7.48,2.04,1.75,54.12272899
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,10,2,1,7,5.04,4.28,5.01,4.3,0.022148228
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,10,3,1,7,9.06,9.9,2.71,3.03,63.99636184
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,100,1,2,7,9.27,4.18,3.08,3.68,21.53106196
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,100,2,2,7,7.86,5.02,2.47,2.4,26.33377165
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,100,3,1,7,19.8,10.46,3.87,3.41,152.2975763
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,500,1,2,7,3.33,3.35,2.84,2.88,2.337580514
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,500,2,5,7,14.4,10.69,5.86,5.44,95.86381323
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,500,3,5,7,16.45,12.03,3.96,3.01,146.063557
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,1000,1,,7,4.11,4.88,4.11,4.88,0
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,1000,2,2,7,7.11,6.89,4.27,4.19,24.42321211
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,1000,3,5,7,37,31.04,3.89,3.71,890.6792798
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,1500,1,6,7,7.9,7.32,4.52,3.45,33.17050547
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,1500,2,1,7,4.52,4.35,4.5,4.27,0.351072973
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,1500,3,,7,3.43,3.26,3.43,3.26,0
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,2000,1,4,7,11.27,10.98,2.34,2.91,91.84068975
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,2000,2,5,7,8.51,9.5,1.34,1.87,61.52746275
Fontelis,Penthiopyrad,GD-16-1,11/10/2024,2,2000,3,,7,2.41,2.24,2.41,2.24,0
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,0,1,1,7,5.58,5.87,2.26,2.25,21.73165265
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,0,2,1,7,10.98,11.7,3.74,3.96,89.26489798
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,0,3,1,7,10.3,11.67,1.87,2.25,91.10108031
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,0.01,1,1,7,9.49,8.81,2.87,2.33,60.41266862
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,0.01,2,1,7,8.45,9.08,2.99,2.83,53.61465493
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,0.01,3,1,7,5.5,5.54,3.7,3.28,14.39948968
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,0.1,1,1,7,9.03,10.1,3.3,3.15,63.46645371
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,0.1,2,1,7,3.73,3.86,2.01,2.24,7.771828854
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,0.1,3,1,7,13.81,14.01,3.05,3.14,144.4355837
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,1,1,1,7,13.18,12.16,4.12,4.26,112.090139
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,1,2,1,7,3.95,4.1,2.39,2.69,7.670119793
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,1,3,1,7,10.18,9.82,3.98,3.9,66.32341802
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,10,1,1,7,6.44,9.5,3.04,3.65,39.33588094
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,10,2,1,7,5.39,5.34,3.82,2.94,13.78515125
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,10,3,1,7,14.08,13.97,2.71,2.59,148.9733001
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,100,1,1,7,8.02,7.38,6.21,5.91,17.6608555
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,100,2,1,7,5.98,5.83,4.91,4.66,9.411268952
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,100,3,5,7,16.01,14.37,4.07,3.84,168.4167738
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,500,1,1,7,6.54,6.53,1.88,1.71,31.0164725
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,500,2,1,7,9.69,9.9,1.47,2.88,72.01896832
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,500,3,1,7,10.95,11.69,0.96,1.33,99.53248653
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,1000,1,1,7,11.28,10.71,4.67,5.37,75.18687176
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,1000,2,1,7,18.3,11.3,4.09,4.4,148.2784583
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,1000,3,1,7,5.96,5.31,4.13,5.02,8.572620807
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,1500,1,1,7,10.43,9.38,3.62,3.51,66.85874539
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,1500,2,1,7,13.7,12.87,4.15,3.45,127.2356784
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,1500,3,1,7,5.79,6.47,1.56,1.22,27.92726596
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,2000,1,5,7,4.73,5.42,2.83,2.06,15.55622408
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,2000,2,1,7,7.98,9.12,2.14,2.91,52.26840396
Vellum Prime,Fluopyram,GD-16-1,11/10/2024,2,2000,3,1,7,9.27,9.52,4.27,4.91,52.8452789
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,0,1,1,7,10.31,9.84,2.86,6.43,65.23564158
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,0,2,1,7,72.55,62.11,2.71,2.61,3533.512089
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,0,3,1,7,5.49,4.51,3.9,3.76,7.929301183
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,0.01,1,2,7,15.34,5.49,4.33,4.05,52.37042718
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,0.01,2,1,7,8.58,7.14,3.07,2.89,41.14614514
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,0.01,3,1,7,11.16,12.76,4.58,4.26,96.51820697
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,0.1,1,2,7,5.24,4.24,1.89,2.83,13.24880285
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,0.1,2,1,7,37.13,14.43,2.67,2.6,415.3530207
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,0.1,3,1,7,26.98,27.56,4.23,3.84,571.2401807
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,1,1,1,7,21.39,19.21,4.12,4.1,309.4546465
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,1,2,1,7,6.03,6.86,1.82,1.87,29.81559873
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,1,3,6,7,7.31,4.48,3.5,4.03,14.64280603
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,10,1,1,7,2.48,3.81,2.93,2.22,2.312369233
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,10,2,,7,1.89,1.93,1.89,1.93,0
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,10,3,1,7,17.35,16.87,0.34,2.17,229.3022521
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,100,1,4,7,8.15,5.87,0.98,1.04,36.7733624
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,100,2,4,7,4.47,5.04,3.67,2.92,9.277437107
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,100,3,1,7,20,26.88,1.34,1.02,421.1565632
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,500,1,4,7,6.05,5.51,3.14,3.08,18.58589744
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,500,2,,7,1.34,1.88,1.34,1.88,0
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,500,3,,7,1.58,1.98,1.58,1.98,0
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,1000,1,1,7,8.7,5.19,7.19,4.06,12.53621111
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,1000,2,,7,2.53,2.02,2.53,2.02,0
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,1000,3,4,7,16.99,8.93,3.64,3.41,109.4124811
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,1500,1,4,7,5.28,4.19,3.96,4.19,4.343880088
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,1500,2,,7,2.7,2.61,2.7,2.61,0
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,1500,3,,7,2.21,2.2,2.21,2.2,0
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,2000,1,4,7,5.03,5.43,3.73,4.15,9.293930468
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,2000,2,4,7,4.45,3.69,2.66,2.68,7.29768399
Inspire,Difenoconazole ,GD-16-1,11/14/2024,2,2000,3,,7,1.63,1.76,1.63,1.76,0
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,0,1,1,7,61.49,67.86,2.75,2.44,3271.969792
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,0,2,1,7,76.07,64.19,3.72,3.94,3823.535357
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,0,3,1,7,63.73,27.44,2.98,2.81,1366.88919
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,0.01,1,1,7,74.17,56.89,1.91,1.54,3311.701907
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,0.01,2,1,7,73.54,76.74,3.05,2.87,4425.487747
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,0.01,3,,7,2.59,2.73,2.59,2.73,0
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,0.1,1,1,7,26.67,30.16,6.35,6.21,600.7775129
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,0.1,2,2,7,11.37,11.38,2.3,3.32,95.62583759
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,0.1,3,1,7,47.09,30.84,1.34,1.83,1138.672908
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,1,1,1,7,37.36,10.11,1.89,1.82,293.9508085
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,1,2,1,7,74.92,36.97,2.89,2.9,2168.807405
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,1,3,1,7,65.27,70.55,2.33,2.77,3611.531185
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,10,1,4,7,11.65,10.49,2.57,3.69,88.53416354
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,10,2,4,7,3.52,3.19,3,3.19,1.302818451
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,10,3,1,7,73.07,68.64,1.5,1.53,3937.38141
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,100,1,2,7,4.69,4.61,3.39,3.4,7.928515784
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,100,2,1,7,4.77,9.45,3.12,2.98,28.10068187
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,100,3,1,7,4.86,5.35,1.74,1.49,18.38491405
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,500,1,1,7,10.05,7.53,2.53,3.13,53.21669369
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,500,2,1,7,11.07,9.99,4.25,4.18,72.9040335
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,500,3,1,7,10.45,4.17,4.17,4.16,20.6004437
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,1000,1,1,7,5.02,4.36,3.41,2.96,9.262671622
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,1000,2,1,7,3.28,3.11,1.91,1.8,5.311490609
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,1000,3,4,7,10.58,11.67,2.31,2.3,92.79918965
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,1500,1,1,7,7.51,6.94,1.72,1.66,38.69201154
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,1500,2,1,7,10.67,9.43,5.56,5.34,55.70648436
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,1500,3,1,7,11.41,12.75,1.36,1,113.1896179
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,2000,1,1,7,8.25,6.59,1.7,1.63,40.52379565
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,2000,2,1,7,5.23,4.97,1.75,1.63,18.17458443
Topsin M,Thiophanate-methyl,GD-16-1,11/14/2024,2,2000,3,,7,1.47,1.32,1.47,1.32,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,0,1,1,7,5.39,4.9,2.45,2.94,15.08592767
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,0,2,2,7,28.88,32.35,6.69,6.02,702.1413908
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,0,3,2,7,2.81,3.26,2.38,3.12,1.36266579
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,0.01,1,2,7,3.67,3.04,3.11,2.73,2.094264167
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,0.01,2,2,7,23.44,17.86,4.25,4.05,315.2791592
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,0.01,3,1,7,10.89,9.66,1.16,2.11,80.69950283
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,0.1,1,2,7,1.85,2.07,1.23,1.79,1.278471109
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,0.1,2,2,7,14.11,9.62,3.78,3.57,96.00989729
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,0.1,3,1,7,15.47,12.75,3.09,2.97,147.7060602
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,1,1,,7,3.01,2.89,3.01,2.89,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,1,2,4,7,3.17,3.02,3.1,3,0.214727854
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,1,3,1,7,16.51,16.2,1.61,1.87,207.6995618
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,10,1,1,7,11.26,10.25,3.01,2.82,83.98011091
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,10,2,1,7,8.96,8.66,1.42,1.45,59.3247351
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,10,3,1,7,9.26,8.34,3.76,4.27,48.04531811
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,100,1,,7,1.69,1.43,1.69,1.43,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,100,2,,7,2.55,2.43,2.55,2.43,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,100,3,,7,2.16,1.9,2.16,1.9,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,500,1,,7,4.31,4.26,4.31,4.26,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,500,2,,7,4.7,1.69,4.7,1.69,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,500,3,,7,1.34,1.68,1.34,1.68,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,1000,1,,7,1.39,1.51,1.39,1.51,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,1000,2,5,7,3.4,3.61,1.2,1.39,8.329932779
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,1000,3,,7,2.42,2.75,2.42,2.75,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,1500,1,,7,1.33,2.05,1.33,2.05,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,1500,2,,7,5.64,4.99,5.64,4.99,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,1500,3,,7,3.48,4.19,3.48,4.19,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,2000,1,,7,1.84,1.96,1.84,1.96,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,2000,2,,7,2.3,2.32,2.3,2.32,0
Rhyme,Flutriafol,GD-16-1,11/14/2024,2,2000,3,,7,2.64,2.54,2.64,2.54,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,0,1,1,7,5.24,4.26,2.15,2.82,12.77010268
Omega,Fluazinam,GD-16-1,11/14/2024,2,0,2,1,7,23.95,30.95,5.19,4.81,562.5717413
Omega,Fluazinam,GD-16-1,11/14/2024,2,0,3,1,7,6.23,5.45,1.19,2.26,24.5547663
Omega,Fluazinam,GD-16-1,11/14/2024,2,0.01,1,1,7,20.76,19.78,2.65,2.66,316.9739699
Omega,Fluazinam,GD-16-1,11/14/2024,2,0.01,2,2,7,5.92,5.45,2.71,2.93,19.10378898
Omega,Fluazinam,GD-16-1,11/14/2024,2,0.01,3,1,7,29.01,17.07,3.97,3.38,378.39077
Omega,Fluazinam,GD-16-1,11/14/2024,2,0.1,1,,7,2.01,1.94,2.01,1.94,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,0.1,2,4,7,6.09,4.5,2.22,1.38,19.11769053
Omega,Fluazinam,GD-16-1,11/14/2024,2,0.1,3,1,7,3.38,2.83,2.54,2.41,2.704911229
Omega,Fluazinam,GD-16-1,11/14/2024,2,1,1,2,7,7.38,6.23,2.59,2.42,31.18784638
Omega,Fluazinam,GD-16-1,11/14/2024,2,1,2,1,7,7.45,4.59,4.46,5.61,7.205949486
Omega,Fluazinam,GD-16-1,11/14/2024,2,1,3,1,7,2.73,3.33,2.48,1.9,3.439179959
Omega,Fluazinam,GD-16-1,11/14/2024,2,10,1,1,7,5.26,4.72,3.39,3.17,11.05911281
Omega,Fluazinam,GD-16-1,11/14/2024,2,10,2,,7,3.09,3.67,3.09,3.67,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,10,3,1,7,3.68,3.39,3.6,3.02,1.259150314
Omega,Fluazinam,GD-16-1,11/14/2024,2,100,1,6,7,6.99,6.53,4.72,4.51,19.13033544
Omega,Fluazinam,GD-16-1,11/14/2024,2,100,2,7,7,3.2,3.8,2.43,2.07,5.59981027
Omega,Fluazinam,GD-16-1,11/14/2024,2,100,3,,7,1.8,1.6,1.8,1.6,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,500,1,,7,5.43,4.97,5.43,4.97,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,500,2,,7,4.17,2.85,4.17,2.85,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,500,3,,7,1.82,1.96,1.82,1.96,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,1000,1,,7,1.96,2.25,1.96,2.25,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,1000,2,,7,2.39,2.17,2.39,2.17,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,1000,3,,7,2.67,1.84,2.67,1.84,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,1500,1,,7,1.4,1.82,1.4,1.82,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,1500,2,,7,1.82,2.18,1.82,2.18,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,1500,3,,7,3.14,2.58,3.14,2.58,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,2000,1,,7,1.38,2.17,1.38,2.17,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,2000,2,,7,3.84,2.94,3.84,2.94,0
Omega,Fluazinam,GD-16-1,11/14/2024,2,2000,3,,7,2.9,2.92,2.9,2.92,0
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,0,1,1,7,73.01,75.99,3.13,3.13,4349.717952
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,0,2,1,7,80.47,71.72,2.36,2.46,4528.215233
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,0,3,1,7,7.77,82.2,1.63,1.33,499.9264214
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,0.01,1,1,7,80.79,78.34,3.33,3.01,4962.982196
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,0.01,2,1,7,67.33,51.57,4.06,3.89,2714.661711
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,0.01,3,1,7,29.88,30.85,3.51,3.3,714.8811771
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,0.1,1,1,7,62.66,81.83,2.01,2.04,4023.883278
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,0.1,2,1,7,49.1,69.95,4.6,3.37,2685.310047
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,0.1,3,1,7,41.9,51.96,2.69,2.63,1704.352706
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,1,1,1,7,64.13,84,4.26,4.01,4217.46036
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,1,2,1,7,47.99,36.17,3.68,2.09,1357.252119
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,1,3,1,7,84,68.97,2.26,2.04,4546.567474
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,10,1,1,7,51.22,72.78,3.6,3.89,2916.801911
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,10,2,1,7,70.64,54.78,2.42,2.4,3034.661584
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,10,3,1,7,60.34,36.81,3.67,4.24,1732.238503
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,100,1,1,7,17.55,17.44,4.01,4.96,224.7671275
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,100,2,2,7,24.07,16.36,3.27,3.44,300.4433809
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,100,3,2,7,20.45,27.15,1.58,1.95,433.6469856
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,500,1,,7,5.98,3.78,5.98,3.78,0
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,500,2,1,7,7.63,6.95,2.9,2.9,35.04328736
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,500,3,1,7,9.35,8.31,3.4,3.27,52.29220153
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,1000,1,1,7,45.02,30.15,3.87,3.95,1054.056546
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,1000,2,1,7,28.26,24.66,5.77,5.01,524.6333193
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,1000,3,1,7,11.93,10.3,1.87,1.9,93.71841965
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,1500,1,,7,2.74,2.95,2.74,2.95,0
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,1500,2,,7,7.2,4.5,7.2,4.5,0
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,1500,3,2,7,6.58,6.99,2.72,2.44,30.91122915
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,2000,1,2,7,6.66,8.05,1.05,1.32,41.01898918
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,2000,2,2,7,5.01,6.5,2.81,3.33,18.22728465
Rhyme,Flutriafol,GD-16-1,12/8/2024,3,2000,3,,7,2.01,4.67,2.01,4.67,0
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,0,1,1,7,70.95,65.89,2.71,2.36,3666.631185
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,0,2,1,7,75.44,81.65,3.81,2.43,4830.526683
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,0,3,1,7,53.75,54.73,3.18,3.03,2302.867565
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,0.01,1,1,7,20.98,32.5,3.4,3.2,526.9785967
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,0.01,2,1,7,40.52,22.82,2.98,2.98,719.2566302
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,0.01,3,1,7,44.22,31.02,3.68,2.01,1071.524665
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,0.1,1,1,7,60.34,695,3.64,4.32,32924.34221
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,0.1,2,1,7,27.33,25.63,2.04,2.44,546.236795
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,0.1,3,1,7,34.95,31.29,3.78,3.88,847.3810651
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,1,1,1,7,83.04,55.04,1.88,1.95,3586.79994
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,1,2,1,7,8.98,7.73,2.01,2.86,50.00378694
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,1,3,1,7,30.76,28.98,3.41,4,689.410558
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,10,1,1,7,30.82,40.35,1.83,2.41,973.2470877
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,10,2,1,7,79.56,64.84,2.18,3.51,4045.600479
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,10,3,1,7,26.95,28.45,3.4,2.57,595.323551
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,100,1,1,7,70.4,61.43,4.44,4.21,3381.908412
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,100,2,1,7,7.08,6.03,2.06,1.85,30.53737963
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,100,3,,7,2.35,2.4,2.35,2.4,0
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,500,1,1,7,79.28,73.29,2.99,2.72,4557.114429
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,500,2,1,7,9.95,12.62,3.05,3.11,91.17176615
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,500,3,1,7,10.12,10.89,1.57,1.46,84.7559272
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,1000,1,1,7,18.85,19.61,2.84,3.2,283.1835497
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,1000,2,,7,3.34,3.22,3.34,3.22,0
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,1000,3,,7,3.66,3.04,3.66,3.04,0
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,1500,1,,7,2.88,2.83,2.88,2.83,0
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,1500,2,5,7,14.74,12.18,3.45,4.55,128.6762557
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,1500,3,2,7,50.96,42.56,1.8,1.89,1700.744822
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,2000,1,1,7,17.18,18.7,2.62,2.65,246.8687027
